Order ID,Order Number,Order Created At,Customer ID,Line Items,Billing Address Country,Net (USD)
696328,#696328,2022-01-06 08:03:00,116246.0,KodeKloud Professional Monthly x1,US,35.0
696343,#696343,2022-01-06 08:06:00,653353.0,KodeKloud Monthly Subscription x1,CA,19.39
696349,#696349,2022-01-06 08:07:00,404090.0,KodeKloud Monthly Subscription x1,EG,17.5
696364,#696364,2022-01-06 08:50:00,,KodeKloud Professional Yearly x1,US,228.0
696370,#696370,2022-01-06 08:50:00,494223.0,KodeKloud Professional Monthly x1,,12.87
696376,#696376,2022-01-06 09:07:00,185013.0,KodeKloud Monthly Subscription x1,US,17.5
696379,#696379,2022-01-06 09:14:00,494244.0,KodeKloud Professional Monthly x1,BR,41.94
696388,#696388,2022-01-06 09:21:00,653392.0,KodeKloud Professional Yearly x1,IN,69.22
696400,#696400,2022-01-06 09:24:00,492264.0,KodeKloud Professional Monthly x1,IL,35.0
696406,#696406,2022-01-06 09:28:00,653413.0,KodeKloud Professional Monthly x1,US,35.0
696412,#696412,2022-01-06 09:41:00,651232.0,KodeKloud Monthly Subscription x1,US,17.5
696421,#696421,2022-01-06 09:43:00,169362.0,KodeKloud Monthly Subscription x1,IN,6.42
696442,#696442,2022-01-06 10:02:00,45553.0,KodeKloud Yearly Subscription x1,IN,38.44
696448,#696448,2022-01-06 10:10:00,472014.0,KodeKloud Professional Monthly x1,US,35.0
696457,#696457,2022-01-06 10:19:00,653461.0,KodeKloud Professional Monthly x1,AR,35.0
696478,#696478,2022-01-06 10:35:00,447116.0,KodeKloud Monthly Subscription x1,US,35.0
696484,#696484,2022-01-06 10:42:00,353468.0,KodeKloud Monthly Subscription x1,AU,14.01
696496,#696496,2022-01-06 10:50:00,40717.0,KodeKloud Professional Yearly x1,IN,38.44
696505,#696505,2022-01-06 10:53:00,20869.0,KodeKloud Professional Yearly x1,IN,77.16
696514,#696514,2022-01-06 10:54:00,649717.0,KodeKloud Professional Yearly x1,US,228.0
696520,#696520,2022-01-06 10:54:00,502401.0,KodeKloud Professional Monthly x1,US,35.0
696541,#696541,2022-01-06 11:07:00,261282.0,KodeKloud Professional Monthly x1,US,35.0
696550,#696550,2022-01-06 11:07:00,511833.0,KodeKloud Monthly Subscription x1,AU,14.01
696562,#696562,2022-01-06 11:10:00,653479.0,KodeKloud Monthly Subscription x1,US,17.5
696580,#696580,2022-01-06 11:21:00,255477.0,KodeKloud Monthly Subscription x1,US,17.5
696586,#696586,2022-01-06 11:26:00,112472.0,KodeKloud Professional Monthly x1,SG,35.0
696592,#696592,2022-01-06 11:31:00,355751.0,KodeKloud Monthly Subscription x1,IN,6.44
696598,#696598,2022-01-06 11:31:00,217035.0,KodeKloud Monthly Subscription x1,IN,6.44
696601,#696601,2022-01-06 11:31:00,139248.0,KodeKloud Monthly Subscription x1,EC,17.5
696613,#696613,2022-01-06 11:37:00,180156.0,KodeKloud Monthly Subscription x1,HK,17.5
696625,#696625,2022-01-06 11:53:00,386762.0,KodeKloud Monthly Subscription x1,SE,17.5
696628,#696628,2022-01-06 11:56:00,653539.0,KodeKloud Monthly Subscription x1,IN,6.44
696649,#696649,2022-01-06 12:14:00,653482.0,KodeKloud Yearly Subscription x1,IN,38.59
696655,#696655,2022-01-06 12:21:00,599604.0,KodeKloud Professional Monthly x1,US,52.5
696661,#696661,2022-01-06 12:22:00,163383.0,KodeKloud Professional Monthly x1,US,35.0
696664,#696664,2022-01-06 12:29:00,653287.0,KodeKloud Professional Monthly x1,US,35.0
696673,#696673,2022-01-06 12:32:00,252762.0,KodeKloud Monthly Subscription x1,US,17.5
696682,#696682,2022-01-06 12:38:00,154329.0,KodeKloud Professional Yearly x1,IN,77.2
696694,#696694,2022-01-06 12:40:00,653551.0,KodeKloud Professional Yearly x1,IN,77.2
696700,#696700,2022-01-06 12:42:00,147852.0,KodeKloud Monthly Subscription x1,IN,6.44
696727,#696727,2022-01-06 12:58:00,260742.0,KodeKloud Monthly Subscription x1,US,17.5
696730,#696730,2022-01-06 12:59:00,489675.0,KodeKloud Professional Monthly x1,IN,12.88
696745,#696745,2022-01-06 13:07:00,442121.0,KodeKloud Professional Yearly x1,ES,244.29
696751,#696751,2022-01-06 13:11:00,310431.0,KodeKloud Monthly Subscription x1,HR,17.5
696784,#696784,2022-01-06 13:32:00,653641.0,KodeKloud Professional Yearly x1,IN,69.48
696808,#696808,2022-01-06 13:41:00,652753.0,KodeKloud Professional Yearly x1,IN,77.2
696826,#696826,2022-01-06 13:45:00,494514.0,KodeKloud Professional Monthly x1,US,35.0
696829,#696829,2022-01-06 13:47:00,494361.0,KodeKloud Monthly Subscription x1,US,17.5
696847,#696847,2022-01-06 14:09:00,208029.0,KodeKloud Professional Yearly x1,US,228.0
696859,#696859,2022-01-06 14:11:00,225129.0,KodeKloud Monthly Subscription x1,IN,6.44
696868,#696868,2022-01-06 14:13:00,521151.0,KodeKloud Monthly Subscription x1,PK,5.05
696892,#696892,2022-01-06 14:26:00,653704.0,KodeKloud Professional Yearly x1,IN,77.2
696907,#696907,2022-01-06 14:35:00,603453.0,KodeKloud Professional Yearly x1,IN,69.47
696913,#696913,2022-01-06 14:38:00,494595.0,KodeKloud Professional Monthly x1,RO,35.0
696916,#696916,2022-01-06 14:38:00,415085.0,KodeKloud Professional Yearly x1,IN,38.59
696931,#696931,2022-01-06 14:47:00,343406.0,KodeKloud Monthly Subscription x1,IN,6.44
696934,#696934,2022-01-06 14:48:00,646537.0,KodeKloud Yearly Subscription x1,IN,38.59
696943,#696943,2022-01-06 14:49:00,190803.0,KodeKloud Professional Yearly x1,IN,77.2
696949,#696949,2022-01-06 14:51:00,120914.0,KodeKloud Monthly Subscription x1,ZA,17.5
696958,#696958,2022-01-06 14:56:00,40186.0,KodeKloud Yearly Subscription x1,IN,38.62
696991,#696991,2022-01-06 15:08:00,294249.0,KodeKloud Monthly Subscription x1,IN,6.44
697000,#697000,2022-01-06 15:09:00,450371.0,KodeKloud Monthly Subscription x1,,12.89
697006,#697006,2022-01-06 15:21:00,540546.0,KodeKloud Monthly Subscription x1,IN,6.44
697024,#697024,2022-01-06 15:37:00,550443.0,KodeKloud Professional Yearly x1,IN,77.24
697057,#697057,2022-01-06 15:48:00,481077.0,KodeKloud Professional Monthly x1,GB,44.09
697063,#697063,2022-01-06 15:50:00,450431.0,KodeKloud Professional Monthly x1,,25.77
697069,#697069,2022-01-06 15:54:00,272577.0,KodeKloud Monthly Subscription x1,IN,6.44
697081,#697081,2022-01-06 16:05:00,414326.0,KodeKloud Yearly Subscription x1,GE,114.0
697096,#697096,2022-01-06 16:14:00,242226.0,KodeKloud Monthly Subscription x1,IN,6.44
697105,#697105,2022-01-06 16:18:00,283410.0,KodeKloud Monthly Subscription x1,RO,17.5
697108,#697108,2022-01-06 16:18:00,43825.0,KodeKloud Yearly Subscription x1,ZA,114.0
697117,#697117,2022-01-06 16:22:00,538224.0,KodeKloud Professional Monthly x1,UA,35.0
697120,#697120,2022-01-06 16:22:00,653878.0,KodeKloud Professional Monthly x1,IN,12.89
697135,#697135,2022-01-06 16:27:00,653875.0,KodeKloud Professional Yearly x1,IN,77.24
697144,#697144,2022-01-06 16:32:00,533814.0,KodeKloud Monthly Subscription x1,US,17.5
697150,#697150,2022-01-06 16:36:00,653860.0,KodeKloud Yearly Subscription x1,IN,38.61
697156,#697156,2022-01-06 16:37:00,343076.0,KodeKloud Professional Monthly x1,TR,35.0
697168,#697168,2022-01-06 16:41:00,17869.0,KodeKloud Professional Monthly x1,IN,12.88
697174,#697174,2022-01-06 16:41:00,214311.0,KodeKloud Monthly Subscription x1,PL,17.5
697180,#697180,2022-01-06 16:43:00,,KodeKloud Monthly Subscription x1,GB,22.04
697213,#697213,2022-01-06 17:04:00,619988.0,KodeKloud Professional Yearly x1,IN,69.52
697231,#697231,2022-01-06 17:11:00,543582.0,KodeKloud Monthly Subscription x1,PL,17.5
697234,#697234,2022-01-06 17:13:00,637399.0,KodeKloud Professional Yearly x1,BD,67.43
697246,#697246,2022-01-06 17:25:00,185256.0,KodeKloud Monthly Subscription x1,SA,17.5
697261,#697261,2022-01-06 17:34:00,85618.0,KodeKloud Monthly Subscription x1,IN,6.44
697264,#697264,2022-01-06 17:35:00,252273.0,KodeKloud Monthly Subscription x1,IN,6.44
697270,#697270,2022-01-06 17:36:00,513444.0,KodeKloud Professional Yearly x1,IN,77.24
697276,#697276,2022-01-06 17:37:00,643069.0,KodeKloud Yearly Subscription x1,BD,33.71
697324,#697324,2022-01-06 17:57:00,642298.0,KodeKloud Professional Monthly x1,IN,12.89
697360,#697360,2022-01-06 18:35:00,653725.0,KodeKloud Yearly Subscription x1,PK,30.28
697369,#697369,2022-01-06 18:40:00,1963.0,KodeKloud Monthly Subscription x1,ES,18.77
697375,#697375,2022-01-06 18:41:00,264933.0,KodeKloud Professional Yearly x1,US,228.0
697390,#697390,2022-01-06 18:46:00,301500.0,KodeKloud Yearly Subscription x1,PK,30.28
697396,#697396,2022-01-06 18:47:00,150639.0,KodeKloud Monthly Subscription x1,PK,2.53
697399,#697399,2022-01-06 18:50:00,495558.0,KodeKloud Monthly Subscription x1,IN,6.44
697414,#697414,2022-01-06 18:56:00,654106.0,KodeKloud Professional Yearly x1,US,228.0
697426,#697426,2022-01-06 18:58:00,,KodeKloud Monthly Subscription x1,US,17.5
697465,#697465,2022-01-06 19:17:00,654136.0,KodeKloud Yearly Subscription x1,IL,114.0
697471,#697471,2022-01-06 19:17:00,278775.0,KodeKloud Monthly Subscription x1,IN,6.44
697474,#697474,2022-01-06 19:18:00,654145.0,KodeKloud Yearly Subscription x1,IL,114.0
697480,#697480,2022-01-06 19:18:00,654148.0,KodeKloud Yearly Subscription x1,IL,114.0
697486,#697486,2022-01-06 19:18:00,654121.0,KodeKloud Monthly Subscription x1,IN,6.44
697507,#697507,2022-01-06 19:22:00,654091.0,KodeKloud Professional Yearly x1,TR,228.0
697513,#697513,2022-01-06 19:26:00,654130.0,KodeKloud Monthly Subscription x1,AT,18.76
697519,#697519,2022-01-06 19:27:00,654160.0,KodeKloud Professional Monthly x1,IN,12.89
697591,#697591,2022-01-06 19:51:00,654211.0,KodeKloud Professional Monthly x1,BD,11.25
697612,#697612,2022-01-06 19:58:00,654238.0,KodeKloud Yearly Subscription x1,GB,143.33
697627,#697627,2022-01-06 20:06:00,123323.0,KodeKloud Monthly Subscription x1,IN,6.44
697642,#697642,2022-01-06 20:17:00,654271.0,KodeKloud Professional Yearly x1,GB,285.4
697657,#697657,2022-01-06 20:22:00,346874.0,KodeKloud Professional Monthly x1,MX,35.0
697660,#697660,2022-01-06 20:22:00,33268.0,KodeKloud Monthly Subscription x1,MA,17.5
697663,#697663,2022-01-06 20:25:00,654292.0,KodeKloud Professional Yearly x1,KR,228.0
697672,#697672,2022-01-06 20:30:00,537333.0,KodeKloud Yearly Subscription x1,IN,38.63
697678,#697678,2022-01-06 20:30:00,168906.0,KodeKloud Monthly Subscription x1,IN,6.44
697684,#697684,2022-01-06 20:30:00,346361.0,KodeKloud Professional Monthly x1,IN,12.89
697705,#697705,2022-01-06 20:35:00,243825.0,KodeKloud Monthly Subscription x1,IN,6.44
697708,#697708,2022-01-06 20:38:00,5857.0,KodeKloud Monthly Subscription x1,IN,6.44
697717,#697717,2022-01-06 20:38:00,638431.0,KodeKloud Monthly Subscription x1,IN,6.44
697729,#697729,2022-01-06 20:39:00,147615.0,KodeKloud Yearly Subscription x1,IN,38.63
697750,#697750,2022-01-06 20:54:00,225657.0,KodeKloud Professional Monthly x1,PL,35.0
697762,#697762,2022-01-06 20:57:00,,KodeKloud Professional Monthly x1,IE,37.48
697768,#697768,2022-01-06 20:58:00,184260.0,KodeKloud Monthly Subscription x1,US,35.0
697783,#697783,2022-01-06 21:04:00,654364.0,KodeKloud Professional Yearly x1,IN,77.31
697807,#697807,2022-01-06 21:13:00,654400.0,KodeKloud Professional Yearly x1,FR,244.55
697837,#697837,2022-01-06 21:24:00,40615.0,KodeKloud Monthly Subscription x1,ES,18.77
697846,#697846,2022-01-06 21:28:00,352340.0,KodeKloud Professional Monthly x1,IN,12.87
697858,#697858,2022-01-06 21:29:00,654427.0,KodeKloud Professional Monthly x1,US,35.0
697882,#697882,2022-01-06 21:35:00,476874.0,KodeKloud Yearly Subscription x1,US,114.0
697906,#697906,2022-01-06 21:50:00,262005.0,KodeKloud Monthly Subscription x1,US,17.5
697924,#697924,2022-01-06 22:00:00,209190.0,KodeKloud Monthly Subscription x1,US,17.5
697936,#697936,2022-01-06 22:03:00,545655.0,KodeKloud Monthly Subscription x1,IN,6.45
697939,#697939,2022-01-06 22:03:00,327549.0,KodeKloud Monthly Subscription x1,GB,21.94
697942,#697942,2022-01-06 22:04:00,546897.0,KodeKloud Monthly Subscription x1,GB,21.94
697972,#697972,2022-01-06 22:24:00,388496.0,KodeKloud Professional Yearly x1,IL,228.0
697987,#697987,2022-01-06 22:35:00,345767.0,KodeKloud Professional Monthly x1,DE,37.48
697996,#697996,2022-01-06 22:37:00,395174.0,KodeKloud Professional Yearly x1,US,228.0
698002,#698002,2022-01-06 22:38:00,211257.0,KodeKloud Monthly Subscription x1,US,17.5
698005,#698005,2022-01-06 22:38:00,654517.0,KodeKloud Yearly Subscription x1,US,114.0
698014,#698014,2022-01-06 22:43:00,262248.0,KodeKloud Monthly Subscription x1,SG,17.5
698017,#698017,2022-01-06 22:44:00,654508.0,KodeKloud Monthly Subscription x1,US,17.5
698023,#698023,2022-01-06 22:45:00,654538.0,KodeKloud Professional Yearly x1,US,228.0
698029,#698029,2022-01-06 22:45:00,255699.0,KodeKloud Monthly Subscription x1,SG,35.0
698032,#698032,2022-01-06 22:47:00,647494.0,KodeKloud Monthly Subscription x1,IN,6.45
698038,#698038,2022-01-06 22:47:00,654487.0,KodeKloud Yearly Subscription x1,IN,38.64
698059,#698059,2022-01-06 22:58:00,600408.0,KodeKloud Professional Monthly x1,IN,19.31
698062,#698062,2022-01-06 22:59:00,262281.0,KodeKloud Monthly Subscription x1,US,17.5
698086,#698086,2022-01-06 23:12:00,500313.0,KodeKloud Monthly Subscription x1,NG,6.0
698089,#698089,2022-01-06 23:13:00,5857.0,KodeKloud Professional Monthly x1,IN,6.44
698101,#698101,2022-01-06 23:25:00,622721.0,KodeKloud Monthly Subscription x1,IN,6.44
698116,#698116,2022-01-06 23:29:00,212997.0,KodeKloud Monthly Subscription x1,US,17.5
698131,#698131,2022-01-06 23:36:00,654604.0,KodeKloud Professional Monthly x1,US,35.0
698152,#698152,2022-01-06 23:39:00,485532.0,KodeKloud Monthly Subscription x1,IN,6.44
698173,#698173,2022-01-06 23:48:00,654625.0,KodeKloud Professional Monthly x1,IN,12.89
698179,#698179,2022-01-06 23:52:00,307419.0,KodeKloud Monthly Subscription x1,US,17.5
698191,#698191,2022-01-06 23:58:00,546777.0,KodeKloud Professional Monthly x1,BG,35.0
698203,#698203,2022-02-06 00:09:00,39364.0,KodeKloud Monthly Subscription x1,US,17.5
698209,#698209,2022-02-06 00:10:00,123128.0,KodeKloud Monthly Subscription x1,IN,6.44
698230,#698230,2022-02-06 00:18:00,536397.0,KodeKloud Monthly Subscription x1,GB,21.82
698245,#698245,2022-02-06 00:27:00,654673.0,KodeKloud Professional Yearly x1,NG,114.0
698263,#698263,2022-02-06 00:35:00,175227.0,KodeKloud Monthly Subscription x1,US,17.5
698317,#698317,2022-02-06 01:10:00,136539.0,KodeKloud Professional Yearly x1,IN,69.47
698338,#698338,2022-02-06 01:29:00,410378.0,KodeKloud Monthly Subscription x1,IN,6.44
698344,#698344,2022-02-06 01:31:00,652393.0,KodeKloud Professional Yearly x1,IN,77.19
698353,#698353,2022-02-06 01:34:00,110417.0,KodeKloud Monthly Subscription x1,US,17.5
698359,#698359,2022-02-06 01:36:00,451379.0,KodeKloud Monthly Subscription x1,US,35.0
698377,#698377,2022-02-06 01:44:00,547269.0,KodeKloud Monthly Subscription x1,US,17.5
698395,#698395,2022-02-06 01:56:00,654832.0,KodeKloud Monthly Subscription x1,US,17.5
698407,#698407,2022-02-06 01:57:00,154071.0,KodeKloud Professional Yearly x1,US,228.0
698422,#698422,2022-02-06 02:09:00,50791.0,KodeKloud Monthly Subscription x1,US,35.0
698440,#698440,2022-02-06 02:17:00,574052.0,KodeKloud Professional Yearly x1,IN,77.19
698446,#698446,2022-02-06 02:17:00,447938.0,KodeKloud Monthly Subscription x1,US,17.5
698461,#698461,2022-02-06 02:26:00,634532.0,KodeKloud Professional Yearly x1,IN,77.19
698479,#698479,2022-02-06 02:39:00,654895.0,KodeKloud Professional Monthly x1,GB,43.73
698494,#698494,2022-02-06 02:55:00,442502.0,KodeKloud Professional Monthly x1,CY,74.56
698503,#698503,2022-02-06 02:58:00,649825.0,KodeKloud Professional Monthly x1,IN,12.88
698515,#698515,2022-02-06 03:07:00,288366.0,KodeKloud Yearly Subscription x1,US,114.0
698539,#698539,2022-02-06 03:18:00,538722.0,KodeKloud Monthly Subscription x1,US,17.5
698581,#698581,2022-02-06 03:37:00,495723.0,KodeKloud Monthly Subscription x1,BR,20.76
698587,#698587,2022-02-06 03:38:00,196485.0,KodeKloud Professional Monthly x1,US,35.0
698599,#698599,2022-02-06 03:53:00,655003.0,KodeKloud Professional Yearly x1,NG,114.0
698614,#698614,2022-02-06 04:01:00,655030.0,KodeKloud Monthly Subscription x1,LY,17.5
698620,#698620,2022-02-06 04:02:00,307770.0,KodeKloud Monthly Subscription x1,US,17.5
698623,#698623,2022-02-06 04:03:00,354893.0,KodeKloud Monthly Subscription x1,PL,17.5
698635,#698635,2022-02-06 04:12:00,,KodeKloud Monthly Subscription x1,US,17.5
698644,#698644,2022-02-06 04:17:00,507324.0,KodeKloud Professional Monthly x1,FR,37.27
698662,#698662,2022-02-06 04:25:00,34498.0,KodeKloud Yearly Subscription x1,US,114.0
698665,#698665,2022-02-06 04:26:00,655060.0,KodeKloud Professional Monthly x1,US,35.0
698689,#698689,2022-02-06 05:08:00,655087.0,KodeKloud Yearly Subscription x1,US,114.0
698707,#698707,2022-02-06 05:29:00,451628.0,KodeKloud Monthly Subscription x1,US,35.0
