Customer ID,First Paid Order Date,First Order Date,Total Spent
1066892.0,2022-11-11 18:39:00,2022-11-11 18:39:00,61.18
1066880.0,2022-11-11 16:56:00,2022-11-11 16:56:00,122.4
1066871.0,2022-11-11 16:47:00,2022-11-11 16:47:00,1915.2
1066739.0,15/11/22 18:15,15/11/22 18:15,153.78
1066643.0,14/11/22 13:05,14/11/22 13:05,228.0
1066592.0,14/11/22 11:03,14/11/22 11:03,228.0
1066358.0,2022-11-11 09:12:00,2022-11-11 09:12:00,447.02
1066280.0,2022-11-11 06:29:00,2022-11-11 06:29:00,315.31
1066091.0,2022-11-11 03:11:00,2022-11-11 03:11:00,159.6
1066070.0,2022-11-11 03:00:00,2022-11-11 03:00:00,61.26
1065872.0,2022-11-11 00:43:00,2022-11-11 00:43:00,35.0
1065863.0,2022-11-11 00:44:00,2022-11-11 00:44:00,35.0
1065809.0,2022-10-11 23:59:00,2022-10-11 23:59:00,42.4
1065707.0,2022-10-11 23:18:00,2022-10-11 23:18:00,35.0
1065647.0,2022-10-11 22:38:00,2022-10-11 22:38:00,87.0
1065641.0,2022-10-11 22:31:00,2022-10-11 22:31:00,444.65
1065602.0,2022-10-11 22:18:00,2022-10-11 22:18:00,392.62
1065296.0,2022-10-11 19:26:00,2022-10-11 19:26:00,73.11
1065260.0,2022-10-11 19:04:00,2022-10-11 19:04:00,35.0
1065173.0,2022-10-11 18:38:00,2022-10-11 18:38:00,43.75
1065113.0,2022-10-11 17:38:00,2022-10-11 17:38:00,121.02
1065044.0,14/11/22 2:58,14/11/22 2:58,87.72
1064984.0,2022-10-11 20:29:00,2022-10-11 20:29:00,66.27
1064963.0,14/11/22 16:25,14/11/22 16:25,14.51
1064759.0,2022-10-11 13:17:00,2022-10-11 13:17:00,14.45
1064747.0,2022-11-11 12:30:00,2022-11-11 12:30:00,122.52
1064582.0,2022-10-11 08:48:00,2022-10-11 08:48:00,35.0
1064579.0,2022-10-11 20:50:00,2022-10-11 20:50:00,159.6
1064510.0,16/11/22 6:14,16/11/22 6:14,199.85
1064495.0,2022-11-11 03:04:00,2022-11-11 03:04:00,319.2
1064366.0,2022-10-11 04:48:00,2022-10-11 04:48:00,126.73
1064357.0,2022-10-11 04:37:00,2022-10-11 04:37:00,14.49
1064345.0,2022-10-11 04:47:00,2022-10-11 04:47:00,159.6
1064189.0,2022-10-11 02:47:00,2022-10-11 02:47:00,159.6
1064156.0,2022-10-11 21:08:00,2022-10-11 21:08:00,35.0
1064069.0,2022-10-11 01:28:00,2022-10-11 01:28:00,60.85
1064063.0,2022-10-11 01:16:00,2022-10-11 01:16:00,56.0
1064054.0,2022-10-11 01:10:00,2022-10-11 01:10:00,36.42
1063892.0,2022-10-11 00:24:00,2022-10-11 00:24:00,60.83
1063814.0,2022-09-11 23:43:00,2022-09-11 23:43:00,43.05
1063769.0,15/11/22 14:30,15/11/22 14:30,86.85
1063763.0,16/11/22 4:22,16/11/22 4:22,43.75
1063583.0,2022-10-11 17:29:00,2022-10-11 17:29:00,199.5
1063331.0,14/11/22 13:16,14/11/22 13:16,87.17
1063259.0,2022-10-11 17:46:00,2022-10-11 17:46:00,192.94
1063256.0,2022-09-11 18:46:00,2022-09-11 18:46:00,197.23
1063250.0,2022-09-11 18:54:00,2022-09-11 18:54:00,388.04
1063199.0,2022-09-11 18:36:00,2022-09-11 18:36:00,56.0
1063193.0,2022-09-11 18:27:00,2022-09-11 18:27:00,14.48
1063184.0,2022-10-11 15:01:00,2022-10-11 15:01:00,68.88
1063166.0,2022-09-11 18:05:00,2022-09-11 18:05:00,41.84
1063103.0,2022-09-11 17:31:00,2022-09-11 17:31:00,14.53
1063016.0,15/11/22 17:41,15/11/22 17:41,12.0
1062896.0,2022-10-11 16:33:00,2022-10-11 16:33:00,23.07
1062848.0,2022-09-11 15:12:00,2022-09-11 15:12:00,191.03
1062815.0,2022-09-11 14:58:00,2022-09-11 14:58:00,23.16
1062785.0,2022-09-11 16:13:00,2022-09-11 16:13:00,121.47
1062782.0,2022-09-11 14:26:00,2022-09-11 14:26:00,121.4
1062767.0,13/11/22 18:40,13/11/22 18:40,159.6
1062653.0,2022-10-11 13:45:00,2022-10-11 13:45:00,14.45
1062482.0,15/11/22 13:50,15/11/22 13:50,86.83
1062434.0,2022-09-11 11:06:00,2022-09-11 11:06:00,159.6
1062302.0,14/11/22 8:57,14/11/22 8:57,228.0
1062176.0,2022-09-11 05:52:00,2022-09-11 05:52:00,159.6
1062005.0,2022-09-11 03:27:00,2022-09-11 03:27:00,35.0
1061999.0,2022-09-11 02:56:00,2022-09-11 02:56:00,58.51
1061987.0,2022-09-11 02:55:00,2022-09-11 02:55:00,60.8
1061951.0,2022-10-11 01:24:00,2022-10-11 01:24:00,60.85
1061933.0,2022-10-11 16:32:00,2022-10-11 16:32:00,159.6
1061930.0,2022-09-11 02:12:00,2022-09-11 02:12:00,12.0
1061921.0,2022-10-11 02:42:00,2022-10-11 02:42:00,319.2
1061855.0,2022-10-11 01:34:00,2022-10-11 01:34:00,160.18
1061822.0,2022-09-11 01:07:00,2022-09-11 01:07:00,114.0
1061810.0,2022-10-11 21:10:00,2022-10-11 21:10:00,28.8
1061615.0,15/11/22 23:27,15/11/22 23:27,228.0
1061603.0,2022-09-11 04:11:00,2022-09-11 04:11:00,56.0
1061336.0,2022-08-11 20:59:00,2022-08-11 20:59:00,121.23
1061312.0,2022-08-11 20:46:00,2022-08-11 20:46:00,121.23
1061294.0,2022-08-11 20:36:00,2022-08-11 20:36:00,638.4
1061213.0,2022-11-11 03:12:00,2022-11-11 03:12:00,51.92
1061198.0,2022-10-11 20:26:00,2022-10-11 20:26:00,66.27
1061099.0,2022-08-11 19:12:00,2022-08-11 19:12:00,219.39
1061096.0,15/11/22 14:51,15/11/22 14:51,86.94
1060844.0,2022-08-11 17:17:00,2022-08-11 17:17:00,68.88
1060832.0,2022-08-11 17:15:00,2022-08-11 17:15:00,68.2
1060811.0,2022-08-11 17:05:00,2022-08-11 17:05:00,103.1
1060790.0,2022-08-11 17:10:00,2022-08-11 17:10:00,205.21
1060778.0,15/11/22 17:38,15/11/22 17:38,87.13
1060619.0,2022-08-11 15:59:00,2022-08-11 15:59:00,60.35
1060598.0,2022-08-11 15:27:00,2022-08-11 15:27:00,42.35
1060520.0,2022-08-11 15:04:00,2022-08-11 15:04:00,383.01
1060502.0,14/11/22 19:58,14/11/22 19:58,14.51
1060367.0,2022-08-11 13:37:00,2022-08-11 13:37:00,23.01
1060247.0,2022-09-11 11:48:00,2022-09-11 11:48:00,159.6
1060163.0,2022-08-11 11:22:00,2022-08-11 11:22:00,35.0
1060019.0,2022-08-11 07:51:00,2022-08-11 07:51:00,35.0
1059959.0,2022-10-11 00:18:00,2022-10-11 00:18:00,14.49
1059878.0,2022-08-11 05:28:00,2022-08-11 05:28:00,187.11
1059863.0,2022-08-11 05:07:00,2022-08-11 05:07:00,35.0
1059858.0,2022-11-11 07:37:00,2022-11-11 07:37:00,35.0
1059786.0,14/11/22 20:56,14/11/22 20:56,273.6
1059738.0,2022-08-11 03:24:00,2022-08-11 03:24:00,159.6
1059621.0,2022-08-11 02:16:00,2022-08-11 02:16:00,35.0
1059546.0,2022-08-11 01:30:00,2022-08-11 01:30:00,43.12
1059531.0,2022-08-11 01:49:00,2022-08-11 01:49:00,27.99
1059507.0,2022-10-11 02:41:00,2022-10-11 02:41:00,159.6
1059489.0,2022-08-11 00:50:00,2022-08-11 00:50:00,319.2
1059339.0,2022-07-11 23:46:00,2022-07-11 23:46:00,379.41
1059333.0,2022-10-11 02:03:00,2022-10-11 02:03:00,42.0
1059270.0,2022-10-11 12:41:00,2022-10-11 12:41:00,60.64
1059258.0,14/11/22 20:02,14/11/22 20:02,322.02
1059231.0,2022-07-11 22:53:00,2022-07-11 22:53:00,319.2
1059192.0,2022-07-11 22:31:00,2022-07-11 22:31:00,48.35
1059159.0,2022-07-11 22:55:00,2022-07-11 22:55:00,14.42
1059069.0,2022-07-11 21:28:00,2022-07-11 21:28:00,99.0
1058709.0,2022-07-11 18:50:00,2022-07-11 18:50:00,319.2
1058682.0,2022-07-11 18:45:00,2022-07-11 18:45:00,319.2
1058631.0,2022-07-11 18:12:00,2022-07-11 18:12:00,56.0
1058373.0,2022-07-11 16:09:00,2022-07-11 16:09:00,120.19
1058349.0,2022-07-11 18:08:00,2022-07-11 18:08:00,35.0
1058340.0,2022-07-11 16:46:00,2022-07-11 16:46:00,120.19
1058334.0,2022-07-11 17:30:00,2022-07-11 17:30:00,120.48
1058316.0,2022-07-11 15:36:00,2022-07-11 15:36:00,76.56
1058175.0,2022-07-11 15:19:00,2022-07-11 15:19:00,120.32
1058160.0,2022-08-11 13:09:00,2022-08-11 13:09:00,120.85
1058037.0,2022-07-11 13:44:00,2022-07-11 13:44:00,60.2
1058004.0,2022-08-11 02:31:00,2022-08-11 02:31:00,14.43
1057923.0,2022-07-11 12:32:00,2022-07-11 12:32:00,60.49
1057887.0,14/11/22 12:38,14/11/22 12:38,226.33
1057818.0,2022-07-11 10:16:00,2022-07-11 10:16:00,35.0
1057800.0,2022-11-11 09:30:00,2022-07-11 09:40:00,33.17
1057782.0,2022-07-11 09:14:00,2022-07-11 09:14:00,120.66
1057770.0,2022-08-11 21:06:00,2022-07-11 08:39:00,219.12
1057695.0,13/11/22 13:05,13/11/22 13:05,159.6
1057614.0,2022-07-11 04:42:00,2022-07-11 04:42:00,35.0
1057422.0,2022-10-11 21:05:00,2022-10-11 21:05:00,121.08
1057365.0,2022-07-11 00:31:00,2022-07-11 00:31:00,159.6
1057356.0,2022-07-11 00:43:00,2022-07-11 00:43:00,319.2
1057350.0,2022-07-11 00:15:00,2022-07-11 00:15:00,102.3
1057299.0,2022-06-11 23:49:00,2022-06-11 23:49:00,251.44
1057155.0,2022-08-11 15:00:00,2022-08-11 15:00:00,33.88
1057077.0,2022-07-11 07:40:00,2022-07-11 07:40:00,159.6
1057020.0,2022-06-11 20:45:00,2022-06-11 20:45:00,60.36
1056888.0,2022-06-11 19:06:00,2022-06-11 19:06:00,76.96
1056816.0,2022-07-11 10:25:00,2022-07-11 10:25:00,120.48
1056810.0,2022-06-11 17:31:00,2022-06-11 17:31:00,60.36
1056627.0,2022-09-11 02:29:00,2022-09-11 02:29:00,60.81
1056474.0,2022-07-11 06:02:00,2022-07-11 06:02:00,159.6
1056402.0,2022-06-11 05:44:00,2022-06-11 05:44:00,35.0
1056399.0,2022-11-11 08:30:00,2022-11-11 08:30:00,113.99
1056291.0,2022-06-11 02:56:00,2022-06-11 02:56:00,159.6
1056258.0,2022-11-11 03:50:00,2022-11-11 03:50:00,159.6
1056240.0,14/11/22 18:27,14/11/22 18:27,86.96
1056060.0,2022-07-11 20:18:00,2022-07-11 20:18:00,14.39
1056033.0,2022-05-11 23:05:00,2022-05-11 23:05:00,36.34
1055958.0,2022-05-11 21:32:00,2022-05-11 21:32:00,319.2
1055943.0,2022-05-11 21:12:00,2022-05-11 21:12:00,191.2
1055880.0,2022-05-11 20:19:00,2022-05-11 20:19:00,120.66
1055832.0,2022-05-11 19:31:00,2022-05-11 19:31:00,60.33
1055820.0,2022-05-11 20:39:00,2022-05-11 20:39:00,319.2
1055754.0,15/11/22 21:22,15/11/22 21:22,325.85
1055730.0,2022-11-11 09:37:00,2022-05-11 17:11:00,58.31
1055622.0,2022-11-11 09:37:00,2022-05-11 15:22:00,23.42
1055580.0,2022-05-11 14:54:00,2022-05-11 14:54:00,189.92
1055535.0,14/11/22 15:33,14/11/22 15:33,280.14
1055520.0,2022-05-11 14:09:00,2022-05-11 14:09:00,60.36
1055511.0,2022-08-11 13:54:00,2022-08-11 13:54:00,60.34
1055436.0,2022-05-11 19:04:00,2022-05-11 19:04:00,120.66
1055301.0,2022-10-11 10:18:00,2022-10-11 10:18:00,35.0
1055235.0,2022-05-11 07:02:00,2022-05-11 07:02:00,159.6
1055223.0,2022-05-11 06:53:00,2022-05-11 06:53:00,35.0
1055184.0,2022-06-11 15:41:00,2022-06-11 15:41:00,43.11
1055118.0,2022-05-11 04:21:00,2022-05-11 04:21:00,319.2
1054821.0,2022-05-11 00:35:00,2022-05-11 00:35:00,159.6
1054689.0,2022-09-11 17:34:00,2022-09-11 17:34:00,442.27
1054518.0,2022-11-11 09:38:00,2022-04-11 21:38:00,23.42
1054470.0,15/11/22 23:51,15/11/22 23:51,87.34
1054464.0,2022-04-11 21:11:00,2022-04-11 21:11:00,120.52
1054431.0,2022-11-11 09:30:00,2022-07-11 04:03:00,70.0
1054344.0,2022-04-11 19:59:00,2022-04-11 19:59:00,35.0
1054263.0,2022-04-11 21:11:00,2022-04-11 21:11:00,386.23
1054254.0,2022-04-11 19:15:00,2022-04-11 19:15:00,28.0
1054218.0,2022-04-11 19:05:00,2022-04-11 19:05:00,60.08
1054170.0,2022-04-11 18:48:00,2022-04-11 18:48:00,50.86
1054122.0,2022-04-11 18:13:00,2022-04-11 18:13:00,10.01
1053951.0,2022-04-11 16:45:00,2022-04-11 16:45:00,35.0
1053870.0,2022-04-11 15:58:00,2022-04-11 15:58:00,1483.56
1053864.0,2022-04-11 15:49:00,2022-04-11 15:49:00,743.0
1053840.0,2022-11-11 09:44:00,2022-04-11 15:32:00,67.88
1053768.0,2022-07-11 17:19:00,2022-07-11 17:19:00,120.48
1053708.0,2022-11-11 09:34:00,2022-05-11 19:34:00,70.0
1053633.0,2022-07-11 20:26:00,2022-07-11 20:26:00,60.38
1053507.0,2022-07-11 11:59:00,2022-07-11 11:59:00,319.2
1053354.0,2022-07-11 10:56:00,2022-07-11 10:56:00,144.38
1053342.0,2022-04-11 06:51:00,2022-04-11 06:51:00,200.63
1053273.0,2022-04-11 06:50:00,2022-04-11 06:50:00,35.0
1053228.0,2022-11-11 02:41:00,2022-11-11 02:41:00,319.2
1053225.0,2022-04-11 04:19:00,2022-04-11 04:19:00,35.0
1053180.0,2022-04-11 03:44:00,2022-04-11 03:44:00,59.77
1053120.0,2022-04-11 03:07:00,2022-04-11 03:07:00,28.0
1053111.0,2022-04-11 03:30:00,2022-04-11 03:30:00,28.0
1053060.0,2022-04-11 06:03:00,2022-04-11 06:03:00,159.6
1053057.0,2022-04-11 02:16:00,2022-04-11 02:16:00,59.76
1053033.0,2022-04-11 02:05:00,2022-04-11 02:05:00,119.53
1052979.0,2022-09-11 21:38:00,2022-09-11 21:38:00,28.0
1052814.0,2022-06-11 23:38:00,2022-06-11 23:38:00,319.2
1052652.0,2022-09-11 05:22:00,2022-09-11 05:22:00,60.82
1052607.0,2022-06-11 00:10:00,2022-06-11 00:10:00,192.8
1052586.0,2022-03-11 22:36:00,2022-03-11 22:36:00,59.72
1052358.0,2022-03-11 20:54:00,2022-03-11 20:54:00,119.26
1052163.0,2022-07-11 19:09:00,2022-07-11 19:09:00,41.92
1052160.0,2022-03-11 19:11:00,2022-03-11 19:11:00,119.35
1052088.0,16/11/22 3:01,16/11/22 3:01,285.0
1051950.0,2022-03-11 18:25:00,2022-03-11 18:25:00,59.67
1051935.0,2022-04-11 12:09:00,2022-03-11 17:40:00,386.23
1051869.0,2022-03-11 19:51:00,2022-03-11 19:51:00,35.0
1051863.0,2022-03-11 17:48:00,2022-03-11 17:48:00,41.13
1051788.0,2022-03-11 17:01:00,2022-03-11 17:01:00,59.66
1051683.0,2022-04-11 02:54:00,2022-04-11 02:54:00,41.65
1051440.0,2022-10-11 13:48:00,2022-03-11 13:48:00,14.45
1051347.0,2022-03-11 18:49:00,2022-03-11 18:49:00,59.67
1051212.0,2022-03-11 11:24:00,2022-03-11 11:24:00,319.2
1051200.0,2022-03-11 11:28:00,2022-03-11 11:28:00,35.0
1051110.0,2022-03-11 10:57:00,2022-03-11 10:57:00,99.0
1051089.0,2022-03-11 09:51:00,2022-03-11 09:51:00,1619.44
1051080.0,2022-03-11 10:18:00,2022-03-11 10:18:00,319.2
1050978.0,2022-08-11 05:49:00,2022-08-11 05:49:00,35.0
1050906.0,2022-03-11 06:35:00,2022-03-11 06:35:00,14.22
1050900.0,2022-03-11 07:19:00,2022-03-11 07:19:00,41.22
1050864.0,2022-03-11 06:09:00,2022-03-11 06:09:00,35.0
1050807.0,2022-03-11 05:48:00,2022-03-11 05:48:00,35.0
1050720.0,2022-03-11 04:08:00,2022-03-11 04:08:00,119.44
1050474.0,2022-04-11 03:27:00,2022-04-11 03:27:00,35.0
1050363.0,2022-03-11 00:53:00,2022-03-11 00:53:00,119.57
1050336.0,2022-03-11 00:50:00,2022-03-11 00:50:00,119.57
1050315.0,13/11/22 4:59,2022-03-11 00:31:00,290.87
1050279.0,2022-03-11 00:27:00,2022-03-11 00:27:00,59.78
1050276.0,2022-11-11 09:49:00,2022-03-11 04:02:00,28.8
1050222.0,2022-07-11 20:30:00,2022-07-11 20:30:00,56.0
1050201.0,2022-03-11 03:24:00,2022-03-11 03:24:00,43.75
1050177.0,2022-03-11 10:22:00,2022-03-11 10:22:00,50.57
1050030.0,2022-11-11 09:36:00,2022-06-11 23:15:00,38.05
1049940.0,2022-02-11 22:10:00,2022-02-11 22:10:00,35.0
1049868.0,14/11/22 14:20,14/11/22 14:20,87.0
1049847.0,14/11/22 19:18,14/11/22 19:18,49.4
1049832.0,13/11/22 8:22,2022-02-11 21:35:00,35.0
1049745.0,2022-09-11 11:04:00,2022-09-11 11:04:00,228.0
1049715.0,2022-02-11 21:04:00,2022-02-11 21:04:00,14.25
1049709.0,2022-02-11 20:55:00,2022-02-11 20:55:00,14.25
1049619.0,15/11/22 10:14,15/11/22 10:14,87.23
1049463.0,2022-11-11 09:42:00,2022-04-11 02:50:00,67.88
1049403.0,15/11/22 1:38,15/11/22 1:38,35.0
1049397.0,2022-02-11 18:49:00,2022-02-11 18:49:00,379.41
1049214.0,2022-02-11 18:07:00,2022-02-11 18:07:00,41.95
1049187.0,2022-10-11 21:59:00,2022-02-11 18:13:00,193.87
1049163.0,2022-02-11 18:26:00,2022-02-11 18:26:00,34.67
1048893.0,2022-02-11 16:29:00,2022-02-11 16:29:00,119.51
1048692.0,14/11/22 16:40,14/11/22 16:40,35.0
1048548.0,2022-11-11 09:40:00,2022-04-11 16:18:00,23.37
1048323.0,2022-02-11 13:04:00,2022-02-11 13:04:00,319.2
1048227.0,2022-02-11 12:01:00,2022-02-11 12:01:00,159.6
1047984.0,2022-02-11 13:06:00,2022-02-11 13:06:00,35.0
